Date,HDFCBANK.NS,RELIANCE.NS,TCS.NS
2024-05-08 00:00:00+00:00,1482.6500244140625,1418.550048828125,3976.949951171875
2024-05-09 00:00:00+00:00,1447.5,1394.125,3960.199951171875
2024-05-10 00:00:00+00:00,1437.9000244140625,1407.425048828125,3893.89990234375
2024-05-13 00:00:00+00:00,1455.25,1402.699951171875,3947.800048828125
2024-05-14 00:00:00+00:00,1460.949951171875,1420.074951171875,3901.199951171875
2024-05-15 00:00:00+00:00,1438.5,1416.2750244140625,3880.39990234375
2024-05-16 00:00:00+00:00,1460.25,1425.3499755859375,3900.949951171875
2024-05-17 00:00:00+00:00,1464.0999755859375,1435.699951171875,3834.10009765625
2024-05-21 00:00:00+00:00,1458.800048828125,1436.125,3820.199951171875
2024-05-22 00:00:00+00:00,1459.199951171875,1460.6500244140625,3832.0
2024-05-23 00:00:00+00:00,1492.5999755859375,1486.050048828125,3893.449951171875
2024-05-24 00:00:00+00:00,1517.199951171875,1480.25,3849.5
2024-05-27 00:00:00+00:00,1527.699951171875,1466.25,3847.050048828125
2024-05-28 00:00:00+00:00,1530.5,1456.199951171875,3839.89990234375
2024-05-29 00:00:00+00:00,1508.300048828125,1440.7750244140625,3803.64990234375
2024-05-30 00:00:00+00:00,1514.8499755859375,1424.8499755859375,3736.10009765625
2024-05-31 00:00:00+00:00,1531.550048828125,1430.4000244140625,3670.949951171875
2024-06-03 00:00:00+00:00,1572.199951171875,1510.324951171875,3702.85009765625
2024-06-04 00:00:00+00:00,1483.1500244140625,1397.2750244140625,3715.0
2024-06-05 00:00:00+00:00,1551.800048828125,1420.75,3746.449951171875
2024-06-06 00:00:00+00:00,1559.699951171875,1431.5999755859375,3830.39990234375
2024-06-07 00:00:00+00:00,1573.3499755859375,1469.949951171875,3893.949951171875
2024-06-10 00:00:00+00:00,1561.300048828125,1471.4000244140625,3858.699951171875
2024-06-11 00:00:00+00:00,1564.800048828125,1456.675048828125,3852.10009765625
2024-06-12 00:00:00+00:00,1574.1500244140625,1463.324951171875,3831.64990234375
2024-06-13 00:00:00+00:00,1580.75,1465.25,3878.14990234375
2024-06-14 00:00:00+00:00,1596.9000244140625,1477.550048828125,3832.050048828125
2024-06-18 00:00:00+00:00,1607.800048828125,1481.0250244140625,3815.10009765625
2024-06-19 00:00:00+00:00,1657.8499755859375,1458.6500244140625,3801.699951171875
2024-06-20 00:00:00+00:00,1669.3499755859375,1473.699951171875,3787.25
2024-06-21 00:00:00+00:00,1665.75,1454.199951171875,3810.75
2024-06-24 00:00:00+00:00,1672.4000244140625,1441.4749755859375,3816.800048828125
2024-06-25 00:00:00+00:00,1711.3499755859375,1454.1500244140625,3838.449951171875
2024-06-26 00:00:00+00:00,1701.5,1514.0250244140625,3855.85009765625
2024-06-27 00:00:00+00:00,1696.1500244140625,1530.550048828125,3934.14990234375
2024-06-28 00:00:00+00:00,1683.800048828125,1565.4000244140625,3904.14990234375
2024-07-01 00:00:00+00:00,1705.199951171875,1560.1500244140625,3978.199951171875
2024-07-02 00:00:00+00:00,1730.5999755859375,1565.175048828125,4017.39990234375
2024-07-03 00:00:00+00:00,1768.6500244140625,1552.425048828125,3965.25
2024-07-04 00:00:00+00:00,1727.1500244140625,1554.0250244140625,4020.949951171875
2024-07-05 00:00:00+00:00,1648.0999755859375,1588.625,4011.800048828125
2024-07-08 00:00:00+00:00,1635.3499755859375,1600.9000244140625,3993.199951171875
2024-07-09 00:00:00+00:00,1636.5,1590.2750244140625,3985.5
2024-07-10 00:00:00+00:00,1626.0999755859375,1584.2249755859375,3909.14990234375
2024-07-11 00:00:00+00:00,1621.9000244140625,1580.6500244140625,3923.699951171875
2024-07-12 00:00:00+00:00,1622.699951171875,1596.7249755859375,4183.9501953125
2024-07-15 00:00:00+00:00,1622.0999755859375,1597.2249755859375,4169.2001953125
2024-07-16 00:00:00+00:00,1619.75,1576.25,4178.4501953125
2024-07-18 00:00:00+00:00,1614.800048828125,1586.675048828125,4315.5498046875
2024-07-19 00:00:00+00:00,1607.300048828125,1555.1500244140625,4302.39990234375
2024-07-22 00:00:00+00:00,1642.550048828125,1500.675048828125,4287.35009765625
2024-07-23 00:00:00+00:00,1618.4000244140625,1487.9000244140625,4302.35009765625
2024-07-24 00:00:00+00:00,1604.050048828125,1495.699951171875,4306.25
2024-07-25 00:00:00+00:00,1616.5999755859375,1492.4000244140625,4322.5
2024-07-26 00:00:00+00:00,1618.1500244140625,1509.0250244140625,4387.85009765625
2024-07-29 00:00:00+00:00,1605.050048828125,1520.0999755859375,4381.10009765625
2024-07-30 00:00:00+00:00,1615.550048828125,1513.1500244140625,4365.35009765625
2024-07-31 00:00:00+00:00,1615.75,1505.425048828125,4385.35009765625
2024-08-01 00:00:00+00:00,1638.800048828125,1515.300048828125,4397.10009765625
2024-08-02 00:00:00+00:00,1659.1500244140625,1499.324951171875,4283.0498046875
2024-08-05 00:00:00+00:00,1615.75,1447.324951171875,4155.0498046875
2024-08-06 00:00:00+00:00,1601.199951171875,1456.050048828125,4171.2001953125
2024-08-07 00:00:00+00:00,1623.5,1464.824951171875,4200.4501953125
2024-08-08 00:00:00+00:00,1642.699951171875,1449.125,4172.5498046875
2024-08-09 00:00:00+00:00,1650.199951171875,1474.300048828125,4228.75
2024-08-12 00:00:00+00:00,1660.0999755859375,1460.625,4195.64990234375
2024-08-13 00:00:00+00:00,1603.199951171875,1463.625,4196.9501953125
2024-08-14 00:00:00+00:00,1607.800048828125,1461.8499755859375,4295.25
2024-08-16 00:00:00+00:00,1632.0999755859375,1478.199951171875,4416.0498046875
2024-08-19 00:00:00+00:00,1631.550048828125,1488.4000244140625,4490.0
2024-08-20 00:00:00+00:00,1637.699951171875,1495.949951171875,4523.2998046875
2024-08-21 00:00:00+00:00,1625.800048828125,1498.675048828125,4551.5
2024-08-22 00:00:00+00:00,1631.300048828125,1498.125,4502.0
2024-08-23 00:00:00+00:00,1625.050048828125,1499.9749755859375,4463.89990234375
2024-08-26 00:00:00+00:00,1639.949951171875,1512.5999755859375,4502.4501953125
2024-08-27 00:00:00+00:00,1637.75,1500.449951171875,4497.14990234375
2024-08-28 00:00:00+00:00,1637.0999755859375,1498.300048828125,4506.0498046875
2024-08-29 00:00:00+00:00,1638.550048828125,1520.925048828125,4511.7998046875
2024-08-30 00:00:00+00:00,1636.9000244140625,1509.625,4553.75
2024-09-02 00:00:00+00:00,1626.949951171875,1516.25,4521.0498046875
2024-09-03 00:00:00+00:00,1637.3499755859375,1509.125,4512.35009765625
2024-09-04 00:00:00+00:00,1641.800048828125,1514.550048828125,4479.25
2024-09-05 00:00:00+00:00,1645.449951171875,1492.9749755859375,4475.9501953125
2024-09-06 00:00:00+00:00,1636.949951171875,1464.824951171875,4456.75
2024-09-09 00:00:00+00:00,1646.5,1462.449951171875,4449.5498046875
2024-09-10 00:00:00+00:00,1650.3499755859375,1461.5250244140625,4507.85009765625
2024-09-11 00:00:00+00:00,1643.9000244140625,1451.5,4479.35009765625
2024-09-12 00:00:00+00:00,1666.5999755859375,1479.800048828125,4517.7001953125
2024-09-13 00:00:00+00:00,1665.949951171875,1472.625,4522.60009765625
2024-09-16 00:00:00+00:00,1670.949951171875,1471.3499755859375,4513.25
2024-09-17 00:00:00+00:00,1668.800048828125,1472.300048828125,4505.64990234375
2024-09-18 00:00:00+00:00,1694.800048828125,1463.449951171875,4346.14990234375
2024-09-19 00:00:00+00:00,1708.5,1469.675048828125,4296.14990234375
2024-09-20 00:00:00+00:00,1741.199951171875,1485.925048828125,4284.89990234375
